# synthetic mode shapes if raw eigenfunctions absent; replace with true ψ_n(x) when stored
mode_index,x,psi
0,34.476382,1.690454293e-01
0,34.733668,1.674078237e-01
0,34.990955,1.657284967e-01
0,35.248241,1.640078666e-01
0,35.505528,1.622463623e-01
0,35.762814,1.604444228e-01
0,36.020101,1.586024972e-01
0,36.277387,1.567210446e-01
0,36.534673,1.548005338e-01
0,36.791960,1.528414434e-01
0,37.049246,1.508442617e-01
0,37.306533,1.488094865e-01
0,37.563819,1.467376249e-01
0,37.821106,1.446291931e-01
0,38.078392,1.424847168e-01
0,38.335678,1.403047302e-01
0,38.592965,1.380897768e-01
0,38.850251,1.358404085e-01
0,39.107538,1.335571859e-01
0,39.364824,1.312406781e-01
0,39.622111,1.288914623e-01
0,39.879397,1.265101241e-01
0,40.136683,1.240972569e-01
0,40.393970,1.216534621e-01
0,40.651256,1.191793487e-01
0,40.908543,1.166755333e-01
0,41.165829,1.141426399e-01
0,41.423116,1.115812998e-01
0,41.680402,1.089921512e-01
0,41.937688,1.063758396e-01
0,42.194975,1.037330168e-01
0,42.452261,1.010643416e-01
0,42.709548,9.837047908e-02
0,42.966834,9.565210055e-02
0,43.224121,9.290988351e-02
0,43.481407,9.014451137e-02
0,43.738693,8.735667334e-02
0,43.995980,8.454706419e-02
0,44.253266,8.171638414e-02
0,44.510553,7.886533865e-02
0,44.767839,7.599463827e-02
0,45.025126,7.310499843e-02
0,45.282412,7.019713929e-02
0,45.539698,6.727178556e-02
0,45.796985,6.432966628e-02
0,46.054271,6.137151470e-02
0,46.311558,5.839806806e-02
0,46.568844,5.541006739e-02
0,46.826131,5.240825737e-02
0,47.083417,4.939338612e-02
0,47.340704,4.636620500e-02
0,47.597990,4.332746844e-02
0,47.855276,4.027793378e-02
0,48.112563,3.721836101e-02
0,48.369849,3.414951264e-02
0,48.627136,3.107215350e-02
0,48.884422,2.798705052e-02
0,49.141709,2.489497259e-02
0,49.398995,2.179669031e-02
0,49.656281,1.869297583e-02
0,49.913568,1.558460267e-02
0,50.170854,1.247234551e-02
0,50.428141,9.356979972e-03
0,50.685427,6.239282480e-03
0,50.942714,3.120030029e-03
0,51.200000,2.420420759e-17
1,0.000000,0.000000000e+00
1,0.257286,6.239282480e-03
1,0.514573,1.247234551e-02
1,0.771859,1.869297583e-02
1,1.029146,2.489497259e-02
1,1.286432,3.107215350e-02
1,1.543719,3.721836101e-02
1,1.801005,4.332746844e-02
1,2.058291,4.939338612e-02
1,2.315578,5.541006739e-02
1,2.572864,6.137151470e-02
1,2.830151,6.727178556e-02
1,3.087437,7.310499843e-02
1,3.344724,7.886533865e-02
1,3.602010,8.454706419e-02
1,3.859296,9.014451137e-02
1,4.116583,9.565210055e-02
1,4.373869,1.010643416e-01
1,4.631156,1.063758396e-01
1,4.888442,1.115812998e-01
1,5.145729,1.166755333e-01
1,5.403015,1.216534621e-01
1,5.660302,1.265101241e-01
1,5.917588,1.312406781e-01
1,6.174874,1.358404085e-01
1,6.432161,1.403047302e-01
1,6.689447,1.446291931e-01
1,6.946734,1.488094865e-01
1,7.204020,1.528414434e-01
1,7.461307,1.567210446e-01
1,7.718593,1.604444228e-01
1,7.975879,1.640078666e-01
1,8.233166,1.674078237e-01
1,8.490452,1.706409051e-01
1,8.747739,1.737038879e-01
1,9.005025,1.765937189e-01
1,9.262312,1.793075175e-01
1,9.519598,1.818425784e-01
1,9.776884,1.841963747e-01
1,10.034171,1.863665600e-01
1,10.291457,1.883509711e-01
1,10.548744,1.901476298e-01
1,10.806030,1.917547453e-01
1,11.063317,1.931707154e-01
1,11.320603,1.943941288e-01
1,11.577889,1.954237659e-01
1,11.835176,1.962586003e-01
1,12.092462,1.968977999e-01
1,12.349749,1.973407275e-01
1,12.607035,1.975869415e-01
1,12.864322,1.976361966e-01
1,13.121608,1.974884436e-01
1,13.378894,1.971438299e-01
1,13.636181,1.966026989e-01
1,13.893467,1.958655900e-01
1,14.150754,1.949332381e-01
1,14.408040,1.938065724e-01
1,14.665327,1.924867162e-01
1,14.922613,1.909749850e-01
1,15.179899,1.892728858e-01
1,15.437186,1.873821153e-01
1,15.694472,1.853045582e-01
1,15.951759,1.830422855e-01
1,16.209045,1.805975523e-01
1,16.466332,1.779727955e-01
1,16.723618,1.751706315e-01
1,16.980905,1.721938537e-01
1,17.238191,1.690454293e-01
1,17.495477,1.657284967e-01
1,17.752764,1.622463623e-01
1,18.010050,1.586024972e-01
1,18.267337,1.548005338e-01
1,18.524623,1.508442617e-01
1,18.781910,1.467376249e-01
1,19.039196,1.424847168e-01
1,19.296482,1.380897768e-01
1,19.553769,1.335571859e-01
1,19.811055,1.288914623e-01
1,20.068342,1.240972569e-01
1,20.325628,1.191793487e-01
1,20.582915,1.141426399e-01
1,20.840201,1.089921512e-01
1,21.097487,1.037330168e-01
1,21.354774,9.837047908e-02
1,21.612060,9.290988351e-02
1,21.869347,8.735667334e-02
1,22.126633,8.171638414e-02
1,22.383920,7.599463827e-02
1,22.641206,7.019713929e-02
1,22.898492,6.432966628e-02
1,23.155779,5.839806806e-02
1,23.413065,5.240825737e-02
1,23.670352,4.636620500e-02
1,23.927638,4.027793378e-02
1,24.184925,3.414951264e-02
1,24.442211,2.798705052e-02
1,24.699497,2.179669031e-02
1,24.956784,1.558460267e-02
1,25.214070,9.356979972e-03
1,25.471357,3.120030029e-03
1,25.728643,-3.120030029e-03
1,25.985930,-9.356979972e-03
1,26.243216,-1.558460267e-02
1,26.500503,-2.179669031e-02
1,26.757789,-2.798705052e-02
1,27.015075,-3.414951264e-02
1,27.272362,-4.027793378e-02
1,27.529648,-4.636620500e-02
1,27.786935,-5.240825737e-02
1,28.044221,-5.839806806e-02
1,28.301508,-6.432966628e-02
1,28.558794,-7.019713929e-02
1,28.816080,-7.599463827e-02
1,29.073367,-8.171638414e-02
1,29.330653,-8.735667334e-02
1,29.587940,-9.290988351e-02
1,29.845226,-9.837047908e-02
1,30.102513,-1.037330168e-01
1,30.359799,-1.089921512e-01
1,30.617085,-1.141426399e-01
1,30.874372,-1.191793487e-01
1,31.131658,-1.240972569e-01
1,31.388945,-1.288914623e-01
1,31.646231,-1.335571859e-01
1,31.903518,-1.380897768e-01
1,32.160804,-1.424847168e-01
1,32.418090,-1.467376249e-01
1,32.675377,-1.508442617e-01
1,32.932663,-1.548005338e-01
1,33.189950,-1.586024972e-01
1,33.447236,-1.622463623e-01
1,33.704523,-1.657284967e-01
1,33.961809,-1.690454293e-01
1,34.219095,-1.721938537e-01
1,34.476382,-1.751706315e-01
1,34.733668,-1.779727955e-01
1,34.990955,-1.805975523e-01
1,35.248241,-1.830422855e-01
1,35.505528,-1.853045582e-01
1,35.762814,-1.873821153e-01
1,36.020101,-1.892728858e-01
1,36.277387,-1.909749850e-01
1,36.534673,-1.924867162e-01
1,36.791960,-1.938065724e-01
1,37.049246,-1.949332381e-01
1,37.306533,-1.958655900e-01
1,37.563819,-1.966026989e-01
1,37.821106,-1.971438299e-01
1,38.078392,-1.974884436e-01
1,38.335678,-1.976361966e-01
1,38.592965,-1.975869415e-01
1,38.850251,-1.973407275e-01
1,39.107538,-1.968977999e-01
1,39.364824,-1.962586003e-01
1,39.622111,-1.954237659e-01
1,39.879397,-1.943941288e-01
1,40.136683,-1.931707154e-01
1,40.393970,-1.917547453e-01
1,40.651256,-1.901476298e-01
1,40.908543,-1.883509711e-01
1,41.165829,-1.863665600e-01
1,41.423116,-1.841963747e-01
1,41.680402,-1.818425784e-01
1,41.937688,-1.793075175e-01
1,42.194975,-1.765937189e-01
1,42.452261,-1.737038879e-01
1,42.709548,-1.706409051e-01
1,42.966834,-1.674078237e-01
1,43.224121,-1.640078666e-01
1,43.481407,-1.604444228e-01
1,43.738693,-1.567210446e-01
1,43.995980,-1.528414434e-01
1,44.253266,-1.488094865e-01
1,44.510553,-1.446291931e-01
1,44.767839,-1.403047302e-01
1,45.025126,-1.358404085e-01
1,45.282412,-1.312406781e-01
1,45.539698,-1.265101241e-01
1,45.796985,-1.216534621e-01
1,46.054271,-1.166755333e-01
1,46.311558,-1.115812998e-01
1,46.568844,-1.063758396e-01
1,46.826131,-1.010643416e-01
1,47.083417,-9.565210055e-02
1,47.340704,-9.014451137e-02
1,47.597990,-8.454706419e-02
1,47.855276,-7.886533865e-02
1,48.112563,-7.310499843e-02
1,48.369849,-6.727178556e-02
1,48.627136,-6.137151470e-02
1,48.884422,-5.541006739e-02
1,49.141709,-4.939338612e-02
1,49.398995,-4.332746844e-02
1,49.656281,-3.721836101e-02
1,49.913568,-3.107215350e-02
1,50.170854,-2.489497259e-02
1,50.428141,-1.869297583e-02
1,50.685427,-1.247234551e-02
1,50.942714,-6.239282480e-03
1,51.200000,-4.840841518e-17
2,0.000000,0.000000000e+00
2,0.257286,9.356979972e-03
2,0.514573,1.869297583e-02
2,0.771859,2.798705052e-02
2,1.029146,3.721836101e-02
2,1.286432,4.636620500e-02
2,1.543719,5.541006739e-02
2,1.801005,6.432966628e-02
2,2.058291,7.310499843e-02
2,2.315578,8.171638414e-02
2,2.572864,9.014451137e-02
2,2.830151,9.837047908e-02
2,3.087437,1.063758396e-01
2,3.344724,1.141426399e-01
2,3.602010,1.216534621e-01
2,3.859296,1.288914623e-01
2,4.116583,1.358404085e-01
2,4.373869,1.424847168e-01
2,4.631156,1.488094865e-01
2,4.888442,1.548005338e-01
2,5.145729,1.604444228e-01
2,5.403015,1.657284967e-01
2,5.660302,1.706409051e-01
2,5.917588,1.751706315e-01
2,6.174874,1.793075175e-01
2,6.432161,1.830422855e-01
2,6.689447,1.863665600e-01
2,6.946734,1.892728858e-01
2,7.204020,1.917547453e-01
2,7.461307,1.938065724e-01
2,7.718593,1.954237659e-01
2,7.975879,1.966026989e-01
2,8.233166,1.973407275e-01
2,8.490452,1.976361966e-01
2,8.747739,1.974884436e-01
2,9.005025,1.968977999e-01
2,9.262312,1.958655900e-01
2,9.519598,1.943941288e-01
2,9.776884,1.924867162e-01
2,10.034171,1.901476298e-01
2,10.291457,1.873821153e-01
2,10.548744,1.841963747e-01
2,10.806030,1.805975523e-01
2,11.063317,1.765937189e-01
2,11.320603,1.721938537e-01
2,11.577889,1.674078237e-01
2,11.835176,1.622463623e-01
2,12.092462,1.567210446e-01
2,12.349749,1.508442617e-01
2,12.607035,1.446291931e-01
2,12.864322,1.380897768e-01
2,13.121608,1.312406781e-01
2,13.378894,1.240972569e-01
2,13.636181,1.166755333e-01
2,13.893467,1.089921512e-01
2,14.150754,1.010643416e-01
2,14.408040,9.290988351e-02
2,14.665327,8.454706419e-02
2,14.922613,7.599463827e-02
2,15.179899,6.727178556e-02
2,15.437186,5.839806806e-02
2,15.694472,4.939338612e-02
2,15.951759,4.027793378e-02
2,16.209045,3.107215350e-02
2,16.466332,2.179669031e-02
2,16.723618,1.247234551e-02
2,16.980905,3.120030029e-03
2,17.238191,-6.239282480e-03
2,17.495477,-1.558460267e-02
2,17.752764,-2.489497259e-02
2,18.010050,-3.414951264e-02
2,18.267337,-4.332746844e-02
2,18.524623,-5.240825737e-02
2,18.781910,-6.137151470e-02
2,19.039196,-7.019713929e-02
2,19.296482,-7.886533865e-02
2,19.553769,-8.735667334e-02
2,19.811055,-9.565210055e-02
2,20.068342,-1.037330168e-01
2,20.325628,-1.115812998e-01
2,20.582915,-1.191793487e-01
2,20.840201,-1.265101241e-01
2,21.097487,-1.335571859e-01
2,21.354774,-1.403047302e-01
2,21.612060,-1.467376249e-01
2,21.869347,-1.528414434e-01
2,22.126633,-1.586024972e-01
2,22.383920,-1.640078666e-01
2,22.641206,-1.690454293e-01
2,22.898492,-1.737038879e-01
2,23.155779,-1.779727955e-01
2,23.413065,-1.818425784e-01
2,23.670352,-1.853045582e-01
2,23.927638,-1.883509711e-01
2,24.184925,-1.909749850e-01
2,24.442211,-1.931707154e-01
2,24.699497,-1.949332381e-01
2,24.956784,-1.962586003e-01
2,25.214070,-1.971438299e-01
2,25.471357,-1.975869415e-01
2,25.728643,-1.975869415e-01
2,25.985930,-1.971438299e-01
2,26.243216,-1.962586003e-01
2,26.500503,-1.949332381e-01
2,26.757789,-1.931707154e-01
2,27.015075,-1.909749850e-01
2,27.272362,-1.883509711e-01
2,27.529648,-1.853045582e-01
2,27.786935,-1.818425784e-01
2,28.044221,-1.779727955e-01
2,28.301508,-1.737038879e-01
2,28.558794,-1.690454293e-01
2,28.816080,-1.640078666e-01
2,29.073367,-1.586024972e-01
2,29.330653,-1.528414434e-01
2,29.587940,-1.467376249e-01
2,29.845226,-1.403047302e-01
2,30.102513,-1.335571859e-01
2,30.359799,-1.265101241e-01
2,30.617085,-1.191793487e-01
2,30.874372,-1.115812998e-01
2,31.131658,-1.037330168e-01
2,31.388945,-9.565210055e-02
2,31.646231,-8.735667334e-02
2,31.903518,-7.886533865e-02
2,32.160804,-7.019713929e-02
2,32.418090,-6.137151470e-02
2,32.675377,-5.240825737e-02
2,32.932663,-4.332746844e-02
2,33.189950,-3.414951264e-02
2,33.447236,-2.489497259e-02
2,33.704523,-1.558460267e-02
2,33.961809,-6.239282480e-03
2,34.219095,3.120030029e-03
2,34.476382,1.247234551e-02
2,34.733668,2.179669031e-02
2,34.990955,3.107215350e-02
2,35.248241,4.027793378e-02
2,35.505528,4.939338612e-02
2,35.762814,5.839806806e-02
2,36.020101,6.727178556e-02
2,36.277387,7.599463827e-02
2,36.534673,8.454706419e-02
2,36.791960,9.290988351e-02
2,37.049246,1.010643416e-01
2,37.306533,1.089921512e-01
2,37.563819,1.166755333e-01
2,37.821106,1.240972569e-01
2,38.078392,1.312406781e-01
2,38.335678,1.380897768e-01
2,38.592965,1.446291931e-01
2,38.850251,1.508442617e-01
2,39.107538,1.567210446e-01
2,39.364824,1.622463623e-01
2,39.622111,1.674078237e-01
2,39.879397,1.721938537e-01
2,40.136683,1.765937189e-01
2,40.393970,1.805975523e-01
2,40.651256,1.841963747e-01
2,40.908543,1.873821153e-01
2,41.165829,1.901476298e-01
2,41.423116,1.924867162e-01
2,41.680402,1.943941288e-01
2,41.937688,1.958655900e-01
2,42.194975,1.968977999e-01
2,42.452261,1.974884436e-01
2,42.709548,1.976361966e-01
2,42.966834,1.973407275e-01
2,43.224121,1.966026989e-01
2,43.481407,1.954237659e-01
2,43.738693,1.938065724e-01
2,43.995980,1.917547453e-01
2,44.253266,1.892728858e-01
2,44.510553,1.863665600e-01
2,44.767839,1.830422855e-01
2,45.025126,1.793075175e-01
2,45.282412,1.751706315e-01
2,45.539698,1.706409051e-01
2,45.796985,1.657284967e-01
2,46.054271,1.604444228e-01
2,46.311558,1.548005338e-01
2,46.568844,1.488094865e-01
2,46.826131,1.424847168e-01
2,47.083417,1.358404085e-01
2,47.340704,1.288914623e-01
2,47.597990,1.216534621e-01
2,47.855276,1.141426399e-01
2,48.112563,1.063758396e-01
2,48.369849,9.837047908e-02
2,48.627136,9.014451137e-02
2,48.884422,8.171638414e-02
2,49.141709,7.310499843e-02
2,49.398995,6.432966628e-02
2,49.656281,5.541006739e-02
2,49.913568,4.636620500e-02
2,50.170854,3.721836101e-02
2,50.428141,2.798705052e-02
2,50.685427,1.869297583e-02
2,50.942714,9.356979972e-03
2,51.200000,7.261262277e-17
3,0.000000,0.000000000e+00
3,0.257286,1.247234551e-02
3,0.514573,2.489497259e-02
3,0.771859,3.721836101e-02
3,1.029146,4.939338612e-02
3,1.286432,6.137151470e-02
3,1.543719,7.310499843e-02
3,1.801005,8.454706419e-02
3,2.058291,9.565210055e-02
3,2.315578,1.063758396e-01
3,2.572864,1.166755333e-01
3,2.830151,1.265101241e-01
3,3.087437,1.358404085e-01
3,3.344724,1.446291931e-01
3,3.602010,1.528414434e-01
3,3.859296,1.604444228e-01
3,4.116583,1.674078237e-01
3,4.373869,1.737038879e-01
3,4.631156,1.793075175e-01
3,4.888442,1.841963747e-01
3,5.145729,1.883509711e-01
3,5.403015,1.917547453e-01
3,5.660302,1.943941288e-01
3,5.917588,1.962586003e-01
3,6.174874,1.973407275e-01
3,6.432161,1.976361966e-01
3,6.689447,1.971438299e-01
3,6.946734,1.958655900e-01
3,7.204020,1.938065724e-01
3,7.461307,1.909749850e-01
3,7.718593,1.873821153e-01
3,7.975879,1.830422855e-01
3,8.233166,1.779727955e-01
3,8.490452,1.721938537e-01
3,8.747739,1.657284967e-01
3,9.005025,1.586024972e-01
3,9.262312,1.508442617e-01
3,9.519598,1.424847168e-01
3,9.776884,1.335571859e-01
3,10.034171,1.240972569e-01
3,10.291457,1.141426399e-01
3,10.548744,1.037330168e-01
3,10.806030,9.290988351e-02
3,11.063317,8.171638414e-02
3,11.320603,7.019713929e-02
3,11.577889,5.839806806e-02
3,11.835176,4.636620500e-02
3,12.092462,3.414951264e-02
3,12.349749,2.179669031e-02
3,12.607035,9.356979972e-03
3,12.864322,-3.120030029e-03
3,13.121608,-1.558460267e-02
3,13.378894,-2.798705052e-02
3,13.636181,-4.027793378e-02
3,13.893467,-5.240825737e-02
3,14.150754,-6.432966628e-02
3,14.408040,-7.599463827e-02
3,14.665327,-8.735667334e-02
3,14.922613,-9.837047908e-02
3,15.179899,-1.089921512e-01
3,15.437186,-1.191793487e-01
3,15.694472,-1.288914623e-01
3,15.951759,-1.380897768e-01
3,16.209045,-1.467376249e-01
3,16.466332,-1.548005338e-01
3,16.723618,-1.622463623e-01
3,16.980905,-1.690454293e-01
3,17.238191,-1.751706315e-01
3,17.495477,-1.805975523e-01
3,17.752764,-1.853045582e-01
3,18.010050,-1.892728858e-01
3,18.267337,-1.924867162e-01
3,18.524623,-1.949332381e-01
3,18.781910,-1.966026989e-01
3,19.039196,-1.974884436e-01
3,19.296482,-1.975869415e-01
3,19.553769,-1.968977999e-01
3,19.811055,-1.954237659e-01
3,20.068342,-1.931707154e-01
3,20.325628,-1.901476298e-01
3,20.582915,-1.863665600e-01
3,20.840201,-1.818425784e-01
3,21.097487,-1.765937189e-01
3,21.354774,-1.706409051e-01
3,21.612060,-1.640078666e-01
3,21.869347,-1.567210446e-01
3,22.126633,-1.488094865e-01
3,22.383920,-1.403047302e-01
3,22.641206,-1.312406781e-01
3,22.898492,-1.216534621e-01
3,23.155779,-1.115812998e-01
3,23.413065,-1.010643416e-01
3,23.670352,-9.014451137e-02
3,23.927638,-7.886533865e-02
3,24.184925,-6.727178556e-02
3,24.442211,-5.541006739e-02
3,24.699497,-4.332746844e-02
3,24.956784,-3.107215350e-02
3,25.214070,-1.869297583e-02
3,25.471357,-6.239282480e-03
3,25.728643,6.239282480e-03
3,25.985930,1.869297583e-02
3,26.243216,3.107215350e-02
3,26.500503,4.332746844e-02
3,26.757789,5.541006739e-02
3,27.015075,6.727178556e-02
3,27.272362,7.886533865e-02
3,27.529648,9.014451137e-02
3,27.786935,1.010643416e-01
3,28.044221,1.115812998e-01
3,28.301508,1.216534621e-01
3,28.558794,1.312406781e-01
3,28.816080,1.403047302e-01
3,29.073367,1.488094865e-01
3,29.330653,1.567210446e-01
3,29.587940,1.640078666e-01
3,29.845226,1.706409051e-01
3,30.102513,1.765937189e-01
3,30.359799,1.818425784e-01
3,30.617085,1.863665600e-01
3,30.874372,1.901476298e-01
3,31.131658,1.931707154e-01
3,31.388945,1.954237659e-01
3,31.646231,1.968977999e-01
3,31.903518,1.975869415e-01
3,32.160804,1.974884436e-01
3,32.418090,1.966026989e-01
3,32.675377,1.949332381e-01
3,32.932663,1.924867162e-01
3,33.189950,1.892728858e-01
3,33.447236,1.853045582e-01
3,33.704523,1.805975523e-01
3,33.961809,1.751706315e-01
3,34.219095,1.690454293e-01
3,34.476382,1.622463623e-01
3,34.733668,1.548005338e-01
3,34.990955,1.467376249e-01
3,35.248241,1.380897768e-01
3,35.505528,1.288914623e-01
3,35.762814,1.191793487e-01
3,36.020101,1.089921512e-01
3,36.277387,9.837047908e-02
3,36.534673,8.735667334e-02
3,36.791960,7.599463827e-02
3,37.049246,6.432966628e-02
3,37.306533,5.240825737e-02
3,37.563819,4.027793378e-02
3,37.821106,2.798705052e-02
3,38.078392,1.558460267e-02
3,38.335678,3.120030029e-03
3,38.592965,-9.356979972e-03
3,38.850251,-2.179669031e-02
3,39.107538,-3.414951264e-02
3,39.364824,-4.636620500e-02
3,39.622111,-5.839806806e-02
3,39.879397,-7.019713929e-02
3,40.136683,-8.171638414e-02
3,40.393970,-9.290988351e-02
3,40.651256,-1.037330168e-01
3,40.908543,-1.141426399e-01
3,41.165829,-1.240972569e-01
3,41.423116,-1.335571859e-01
3,41.680402,-1.424847168e-01
3,41.937688,-1.508442617e-01
3,42.194975,-1.586024972e-01
3,42.452261,-1.657284967e-01
3,42.709548,-1.721938537e-01
3,42.966834,-1.779727955e-01
3,43.224121,-1.830422855e-01
3,43.481407,-1.873821153e-01
3,43.738693,-1.909749850e-01
3,43.995980,-1.938065724e-01
3,44.253266,-1.958655900e-01
3,44.510553,-1.971438299e-01
3,44.767839,-1.976361966e-01
3,45.025126,-1.973407275e-01
3,45.282412,-1.962586003e-01
3,45.539698,-1.943941288e-01
3,45.796985,-1.917547453e-01
3,46.054271,-1.883509711e-01
3,46.311558,-1.841963747e-01
3,46.568844,-1.793075175e-01
3,46.826131,-1.737038879e-01
3,47.083417,-1.674078237e-01
3,47.340704,-1.604444228e-01
3,47.597990,-1.528414434e-01
3,47.855276,-1.446291931e-01
3,48.112563,-1.358404085e-01
3,48.369849,-1.265101241e-01
3,48.627136,-1.166755333e-01
3,48.884422,-1.063758396e-01
3,49.141709,-9.565210055e-02
3,49.398995,-8.454706419e-02
3,49.656281,-7.310499843e-02
3,49.913568,-6.137151470e-02
3,50.170854,-4.939338612e-02
3,50.428141,-3.721836101e-02
3,50.685427,-2.489497259e-02
3,50.942714,-1.247234551e-02
3,51.200000,-9.681683036e-17
4,0.000000,0.000000000e+00
4,0.257286,1.558460267e-02
4,0.514573,3.107215350e-02
4,0.771859,4.636620500e-02
4,1.029146,6.137151470e-02
4,1.286432,7.599463827e-02
4,1.543719,9.014451137e-02
4,1.801005,1.037330168e-01
4,2.058291,1.166755333e-01
4,2.315578,1.288914623e-01
4,2.572864,1.403047302e-01
4,2.830151,1.508442617e-01
4,3.087437,1.604444228e-01
4,3.344724,1.690454293e-01
4,3.602010,1.765937189e-01
4,3.859296,1.830422855e-01
4,4.116583,1.883509711e-01
4,4.373869,1.924867162e-01
4,4.631156,1.954237659e-01
4,4.888442,1.971438299e-01
4,5.145729,1.976361966e-01
4,5.403015,1.968977999e-01
4,5.660302,1.949332381e-01
4,5.917588,1.917547453e-01
4,6.174874,1.873821153e-01
4,6.432161,1.818425784e-01
4,6.689447,1.751706315e-01
4,6.946734,1.674078237e-01
4,7.204020,1.586024972e-01
4,7.461307,1.488094865e-01
4,7.718593,1.380897768e-01
4,7.975879,1.265101241e-01
4,8.233166,1.141426399e-01
4,8.490452,1.010643416e-01
4,8.747739,8.735667334e-02
4,9.005025,7.310499843e-02
4,9.262312,5.839806806e-02
4,9.519598,4.332746844e-02
4,9.776884,2.798705052e-02
4,10.034171,1.247234551e-02
4,10.291457,-3.120030029e-03
4,10.548744,-1.869297583e-02
4,10.806030,-3.414951264e-02
4,11.063317,-4.939338612e-02
4,11.320603,-6.432966628e-02
4,11.577889,-7.886533865e-02
4,11.835176,-9.290988351e-02
4,12.092462,-1.063758396e-01
4,12.349749,-1.191793487e-01
4,12.607035,-1.312406781e-01
4,12.864322,-1.424847168e-01
