x_index,x_position,E_init,Eprev_init,E_dot_analytic,E_dot_from_pair,envelope,carrier_cos,chi_field
105,105.0,-5.543764908184779e-12,-5.294599331383624e-12,-5.054719504385525e-12,-4.983311536023096e-12,3.475891281239922e-10,-0.8469706482035337,0.05000000074505806
106,106.0,-1.7532886227791642e-12,-1.6202343139681476e-12,-2.7085766511370064e-12,-2.661086176220332e-12,2.233631436203166e-10,-0.9651628394392467,0.05000000074505806
107,107.0,1.3318544409227895e-13,1.9308200803056932e-13,-1.2265133848119315e-12,-1.1979312787658072e-12,1.4289816261845064e-10,-0.9995172830318088,0.05000000074505806
108,108.0,8.767082327525494e-13,8.951362476538827e-13,-3.8387698731037183e-13,-3.685602980266641e-13,9.101470764487935e-11,-0.9470498201899348,0.05000000074505806
109,109.0,1.0097552208014905e-12,1.0077165976745573e-12,3.385359904859418e-14,4.077246253866367e-14,5.771202517466137e-11,-0.8123179760580546,0.05000000074505806
110,110.0,8.685720574783701e-13,8.586238574778451e-13,1.968181877390151e-13,1.9896400001049817e-13,3.6432657641847817e-11,-0.6070250755946669,0.05000000074505806
111,111.0,6.437278335933872e-13,6.325243177788659e-13,2.2428330502400188e-13,2.2407031629042596e-13,2.289734845645553e-11,-0.3490036478598211,0.05000000074505806
112,112.0,4.29012478749358e-13,4.194955658968124e-13,1.9146325333739751e-13,1.9033825705091256e-13,1.4326804554239077e-11,-0.06066642411607526,0.05000000074505806
113,113.0,2.60369506637509e-13,2.533931035402508e-13,1.4079820196699098e-13,1.3952806194516457e-13,8.924487416632535e-12,0.2329405180084682,0.05000000074505806
114,114.0,1.431830592113832e-13,1.3858756604770686e-13,9.298681496468283e-14,9.190986327352684e-14,5.5346100717010135e-12,0.5063133529268068,0.05000000074505806
115,115.0,6.943263710486748e-14,6.668236730758153e-14,5.5791770246343e-14,5.500539594571898e-14,3.4171227428030123e-12,0.7357058672438055,0.05000000074505806
116,116.0,2.7310768628361367e-14,2.5826466619040572e-14,3.020103306854024e-14,2.968604018641589e-14,2.1004092927322525e-12,0.9011921469678904,0.05000000074505806
117,117.0,5.856892363233544e-15,5.158035814875738e-15,1.42828030100991e-14,1.3977130967156114e-14,1.2853372251336503e-12,0.988397418857709,0.05000000074505806
118,118.0,-3.355459952230716e-15,-3.613734379054996e-15,5.3284480079930554e-15,5.165488536485609e-15,7.830690192960208e-13,0.9897466983830916,0.05000000074505806
119,119.0,-6.0578220578715885e-15,-6.0975252672146074e-15,8.69216233521841e-16,7.940641868603787e-16,4.749553688741404e-13,0.9051227819471663,0.05000000074505806
120,120.0,-5.7692468532704645e-15,-5.719558959461962e-15,-9.672860001414685e-16,-9.937578761700545e-16,2.867975008888098e-13,0.7418764276405042,0.05000000074505806
121,121.0,-4.436219725680273e-15,-4.364190674201801e-15,-1.4378179058401908e-15,-1.440581029569439e-15,1.724120939035512e-13,0.5141878401879216,0.05000000074505806
122,122.0,-3.0037581990193544e-15,-2.9389695855663487e-15,-1.3023538395239462e-15,-1.2957722690601154e-15,1.0318816566554721e-13,0.24183492395543785,0.05000000074505806
123,123.0,-1.842068886940883e-15,-1.7938491965180972e-15,-9.729897825662248e-16,-9.643938084557188e-16,6.148396412704756e-14,-0.05152470171236758,0.05000000074505806
124,124.0,-1.0288237118259828e-15,-9.970096895398553e-16,-6.437537175894518e-16,-6.362804457225493e-16,3.6472340277225806e-14,-0.34040869408491137,0.05000000074505806
125,125.0,-5.170814708489366e-16,-4.980580156007928e-16,-3.8591316445865196e-16,-3.8046910496287444e-16,2.153947947697261e-14,-0.5997234811129843,0.05000000074505806
126,126.0,-2.243943134715971e-16,-2.1407181525718496e-16,-2.0997653093822725e-16,-2.064499642882423e-16,1.2664165549094176e-14,-0.8069439853831041,0.05000000074505806
127,127.0,-7.333080791703555e-17,-7.013896807171756e-06,-1.0186873241274115e-16,0.00014027793614196848,7.412893429109956e-15,-0.9440702387721842,0.05000000074505806
