x_index,x_position,chi,E_step0,E_step625,E_step1250,E_step1875,E_step2499
43,43.0,0.20000000298023224,-0.001424061295124602,0.0001253168318551038,0.03114506864415196,0.0013643288532431094,0.0061326532742129345
44,44.0,0.20000000298023224,-0.001114266960241711,0.00014443671546469084,0.028459457446450735,0.0012593887065081239,0.0064440523919847845
45,45.0,0.20000000298023224,-0.000778308047459732,0.00015673229397828237,0.025402290670049527,-0.00018132194168138944,0.004945644360264978
46,46.0,0.20000000298023224,-0.0004598242233032973,0.00016034908742651357,0.02543625177952872,0.0015891260822015058,0.005170417204460416
47,47.0,0.20000000298023224,-0.00018842062037518375,0.00015691069386832476,0.023306936419622514,0.002319333694532169,0.004494444894363665
48,48.0,0.20000000298023224,2.0013541965270276e-05,0.00014523996585552793,0.015029384974789124,0.0017957673403161023,0.003286936258051342
49,49.0,0.20000000298023224,0.00016137300657942253,0.00012606784416141774,0.005078660240500795,0.004612827574922745,0.003931955170022792
50,50.0,0.20000000298023224,0.0002404725550608329,0.0001007328677541591,-0.0006520778445899082,0.00654200263682113,0.002661832360950573
51,51.0,0.20000000298023224,0.00026787715236165104,6.854393306222648e-05,-0.00313573506994568,0.006666225217931227,0.0022550090195281726
52,52.0,0.20000000298023224,0.00025692363214365995,3.185278975447446e-05,-0.007686292934929096,0.010056180353470948,0.0028999871646942133
53,53.0,0.20000000298023224,0.00022126762061653384,-8.132616918170592e-06,-0.016098762560131985,0.013279058679887682,0.0014525841154845146
54,54.0,0.20000000298023224,0.00017312378944197052,-5.0876442501669515e-05,-0.024322538289606486,0.013429011143413066,0.001828031416430614
55,55.0,0.20000000298023224,0.00012222478958917715,-9.296344138180793e-05,-0.02702173812531901,0.015741297985317478,0.0022597508763457733
56,56.0,0.20000000298023224,7.541882573153016e-05,-0.00013212148437046595,-0.022541218863462092,0.01930683029930493,0.0009280468875972885
57,57.0,0.20000000298023224,3.676256163903639e-05,-0.00016693307481246785,-0.013567421316581329,0.01899430183480585,0.0018886365488942445
58,58.0,0.20000000298023224,7.941928399413407e-06,-0.00019370231329001624,-0.004356919609987789,0.018230798595963865,0.0021247581574532766
59,59.0,0.20000000298023224,-1.1139617537991319e-05,-0.0002088678434158465,0.002104017231443229,0.019990495623532722,0.000985984876676079
60,60.0,0.20000000298023224,-2.1738176636569308e-05,-0.0002111712262654513,0.005066467587106093,0.01905647858835168,0.0023155757872425843
61,61.0,0.20000000298023224,-2.5706696957498493e-05,-0.00020009032532802682,0.005366157124760813,0.0143354212215151,0.0024819667423753126
62,62.0,0.20000000298023224,-2.5047963881874272e-05,-0.00017424497822944576,0.00430939610700284,0.011330040427833296,0.0014499771887629596
63,63.0,0.20000000298023224,-2.1604234531631124e-05,-0.00013378735337502947,0.002931358113280695,0.009458914167793653,0.0029792630901912197
64,64.0,0.05000000074505806,-1.687831075885609e-05,-8.240517275927697e-05,0.001779409387553312,0.00351954708925836,0.003256392801449898
65,65.0,0.05000000074505806,-1.1964216821340158e-05,-2.404732656639966e-05,0.0009510325352038075,-0.004715475594572291,0.0020517127797804254
66,66.0,0.05000000074505806,-7.557844659698959e-06,3.1197952080067745e-05,0.0004340383395531486,-0.009428309308172272,0.0034774574008253887
67,67.0,0.05000000074505806,-4.017127415135475e-06,7.496881686630103e-05,0.00013971747282501176,-0.012261129954943984,0.003681964018909429
68,68.0,0.05000000074505806,-1.445213205496789e-06,0.00010254938404508997,-1.9235658415305836e-05,-0.017715214736079052,0.0019522962869455047
69,69.0,0.05000000074505806,2.2349608325844343e-07,0.0001128410141161684,-0.00010145701733546268,-0.02309344112449,0.0027999089449669066
70,70.0,0.05000000074505806,1.1475432411703918e-06,0.0001078994309825017,-0.0001409785557976215,-0.02282569574946511,0.003056801313795603
71,71.0,0.05000000074505806,1.5195722785124745e-06,9.152850896018566e-05,-0.00015543261513389038,-0.018161761708173556,0.0006506482902776629
72,72.0,0.05000000074505806,1.526163169530678e-06,6.843087754401003e-05,-0.00015168209743892042,-0.01453082371146724,0.00037125734554536744
73,73.0,0.05000000074505806,1.3246944954250352e-06,4.307227985764768e-05,-0.0001337766851589635,-0.012288085620768092,0.0007371636113928465
74,74.0,0.05000000074505806,1.0337469157365343e-06,1.9163295487325224e-05,-0.00010519214064547596,-0.006810952095796619,-0.002089455617017659
75,75.0,0.05000000074505806,7.329562247732487e-07,-6.411335617237112e-07,-6.78232764669218e-05,0.0032264706803924064,-0.004007150686562296
76,76.0,0.05000000074505806,4.6847199972327144e-07,-1.5007848272779456e-05,-2.4114057159089097e-05,0.012973798152342942,-0.0035742584704662374
77,77.0,0.05000000074505806,2.609068090927127e-07,-2.3545581648343523e-05,2.1732519391055983e-05,0.01755752497613315,-0.005576794381561858
78,78.0,0.05000000074505806,1.1356885195486807e-07,-2.6783772877334293e-05,6.635697646919725e-05,0.0177207284283151,-0.008553051686157455
79,79.0,0.05000000074505806,1.9645263116288517e-08,-2.5838261548589253e-05,0.00010724970715376725,0.017762156886684467,-0.008073765590798594
80,80.0,0.05000000074505806,-3.22786643683938e-08,-2.1948662973534484e-05,0.00014068986227938984,0.019592587929098338,-0.007325225153569856
81,81.0,0.05000000074505806,-5.446591326650513e-08,-1.6473430057482616e-05,0.0001629626371048641,0.020533069770769168,-0.009058100052690293
82,82.0,0.05000000074505806,-5.782900133804583e-08,-1.0613904574464341e-05,0.0001722613596999237,0.016630618844530695,-0.008715060813915175
83,83.0,0.05000000074505806,-5.092888006547017e-08,-5.161580624029473e-06,0.0001680335425943923,0.007031326748792548,-0.004898195854898644
84,84.0,0.05000000074505806,-3.978687731964272e-08,-6.742877682507248e-07,0.00014936100076373503,-0.005008138790085884,-0.002509622676160456
85,85.0,0.05000000074505806,-2.8170040506384562e-08,2.5046639844901552e-06,0.00011607831652722942,-0.0146507897037506,-0.0017326957352390157
86,86.0,0.05000000074505806,-1.8089004220564212e-08,4.389801081433329e-06,7.070639018668232e-05,-0.018699976018562613,0.0021494060475826704
87,87.0,0.05000000074505806,-1.0332596354240772e-08,5.211962837948845e-06,1.7820515722348692e-05,-0.01701343770267324,0.008115367327406697
88,88.0,0.05000000074505806,-4.938236595779547e-09,5.180861882914386e-06,-3.767847224952781e-05,-0.011751630310653415,0.011061124336273098
89,89.0,0.05000000074505806,-1.5541776515822683e-09,4.488205935831147e-06,-9.1302800097638e-05,-0.005670523300712265,0.011779920428370061
90,90.0,0.05000000074505806,3.124677634227074e-10,3.412060657908235e-06,-0.00013803481097187468,-0.0007713508720897865,0.01459939166460107
91,91.0,0.05000000074505806,1.1466928610446812e-09,2.282489529961586e-06,-0.00017157442854737168,0.002155340045598016,0.018072785620795746
92,92.0,0.05000000074505806,1.3515280199728036e-09,1.348299475616612e-06,-0.00018580390298612265,0.0032753694148006446,0.01725216508843466
93,93.0,0.05000000074505806,1.2242316192925416e-09,7.036331725804053e-07,-0.00017722462250436302,0.003196628081310736,0.012660477311269177
94,94.0,0.05000000074505806,9.617759455726232e-10,3.19226446668009e-07,-0.0001467617314281718,0.002547965736240241,0.009067837933272246
95,95.0,0.05000000074505806,6.800965267668651e-10,1.1603204708912849e-07,-0.00010001999272471284,0.0017742305979804205,0.006971296892433288
96,96.0,0.05000000074505806,4.3696758053793945e-10,1.944307931192218e-08,-4.554549177032499e-05,0.0011053141713246429,0.002185386787333807
97,97.0,0.05000000074505806,2.528222892567494e-10,-2.1165911407099397e-08,7.608858890912013e-06,0.0006125929379870615,-0.006357660604791184
98,98.0,0.05000000074505806,1.2704909927645593e-10,-3.436809451719574e-08,5.182824392410916e-05,0.00028398148523525133,-0.014117618291569722
99,99.0,0.05000000074505806,4.932305887768067e-11,-3.47480144908673e-08,8.229865774458916e-05,7.938052842815795e-05,-0.01738844802185578
100,100.0,0.05000000074505806,6.611418047287472e-12,-2.9549078432269527e-08,9.740009950993284e-05,-4.186484465038608e-05,-0.018059018701204507
101,101.0,0.05000000074505806,-1.3088146175276343e-11,-2.2466379956656056e-08,9.814258460384574e-05,-0.00011061108391470628,-0.01983950897541949
102,102.0,0.05000000074505806,-1.9199577088085313e-11,-1.5436081902775202e-08,8.740459056611206e-05,-0.0001454439858640802,-0.022300031370348552
103,103.0,0.05000000074505806,-1.8314425541780325e-11,-9.424824446786666e-09,6.913483198553585e-05,-0.00015615796843333675,-0.021303613008667153
104,104.0,0.05000000074505806,-1.458093587521692e-11,-4.810660867263706e-09,4.739881591498193e-05,-0.00014875629482609816,-0.01462798667882533
105,105.0,0.05000000074505806,-1.0318048576751915e-11,-1.6099572819216412e-09,2.5688029243590594e-05,-0.00012739577759069434,-0.004996035517870735
106,106.0,0.05000000074505806,-6.620695486610057e-12,3.638317449865846e-10,6.672724682642301e-06,-9.453948340227442e-05,0.002916742807018535
107,107.0,0.05000000074505806,-3.851040789242456e-12,1.385890358377733e-09,-7.945293095251444e-06,-5.211994102897286e-05,0.007274358309304288
108,108.0,0.05000000074505806,-1.988746270325776e-12,1.7429677590952844e-09,-1.7529679551354445e-05,-3.362763340058096e-06,0.010148631755919091
109,109.0,0.05000000074505806,-8.541512376191423e-13,1.6877689847940117e-09,-2.2317240535321167e-05,4.7198334089797254e-05,0.014352585923050491
110,110.0,0.05000000074505806,-2.341736834848884e-13,1.417892139028354e-09,-2.304890824369882e-05,9.545387360946544e-05,0.019974013927847742
111,111.0,0.05000000074505806,5.768377120245337e-14,1.071898659685849e-09,-2.0732294446613404e-05,0.00013817155707123422,0.02404659422840711
112,112.0,0.05000000074505806,1.6104772331182944e-13,7.357243256813681e-10,-1.652736314567092e-05,0.00017171758554268768,0.023160417785819315
113,113.0,0.05000000074505806,1.6919629039065833e-13,4.539862574240806e-10,-1.1564838755897413e-05,0.00019161110705376988,0.016284139369722585
114,114.0,0.05000000074505806,1.382699710406697e-13,2.4234443458842814e-10,-6.721442644620038e-06,0.00019379914826199167,0.005531941517758138
115,115.0,0.05000000074505806,9.832864659392961e-14,9.858753770193085e-11,-2.531656047487674e-06,0.00017629280656992387,-0.005265894279745866
116,116.0,0.05000000074505806,6.300672488647512e-14,1.1332933248871782e-11,7.300655481567336e-07,0.0001397000624386382,-0.01274917002079434
117,117.0,0.05000000074505806,3.668334723906296e-14,-3.3908242687895045e-11,2.9383506204655426e-06,8.636502888131547e-05,-0.015461010289042822
118,118.0,0.05000000074505806,1.9211022568362096e-14,-5.1027592864786314e-11,4.086853688110899e-06,1.9546603933899478e-05,-0.013958202969240455
119,119.0,0.05000000074505806,8.708142537974415e-15,-5.1459149858397506e-11,4.309222072236435e-06,-5.597262829000391e-05,-0.009979542256955782
120,120.0,0.05000000074505806,3.0109553414817123e-15,-4.359078598789325e-11,3.866679124366506e-06,-0.0001326456263989469,-0.0054115241258185865
121,121.0,0.05000000074505806,2.973460941991379e-16,-3.293769565890688e-11,3.0747566814952416e-06,-0.0002000494138376711,-0.0015929966248071188
122,122.0,0.05000000074505806,-7.433002604362004e-16,-2.268502518490205e-11,2.210646958761005e-06,-0.00024652028321832327,0.0008886946778665018
123,123.0,0.05000000074505806,-9.522554345863251e-16,-1.4331252341554064e-11,1.4536998736349925e-06,-0.00026201272398172933,0.0020433742245572093
124,124.0,0.05000000074505806,-8.165755890565142e-16,-8.27523164223123e-12,8.774484167200673e-07,-0.0002410696268868915,0.0021909618644786384
125,125.0,0.05000000074505806,-5.878123982653258e-16,-4.273817056513263e-12,4.7707432791623e-07,-0.00018462119848477437,0.0017137950324618639
126,126.0,0.05000000074505806,-3.7680154764283283e-16,-1.7542720040530185e-12,2.0551253511931163e-07,-0.00010006849434790623,0.0009181831339896392
127,127.0,0.05000000074505806,-2.1911735745867358e-16,0.0,0.0,0.0,0.0
